transaction_id,customer_id,action_taken,intervention_cost,recovery_probability_at_action,recovered
TXN-10193,CUST-2604,Human Review,10,0.51,0
TXN-10194,CUST-1284,Payment Method Update,8,0.44,0
TXN-10194,CUST-1284,Delayed Retry,4,0.47,0
TXN-10194,CUST-1284,Payment Link,7,0.48,0
TXN-10195,CUST-3095,Payment Link,7,0.488,1
TXN-10195,CUST-3095,Payment Method Update,8,0.448,1
TXN-10196,CUST-1480,Human Review,10,0.38,0
TXN-10196,CUST-1480,Payment Link,7,0.37,0
TXN-10196,CUST-1480,Payment Method Update,8,0.33,0
TXN-10197,CUST-2693,Payment Link,7,0.586,0
TXN-10197,CUST-2693,Human Review,10,0.446,1
TXN-10197,CUST-2693,Delayed Retry,4,0.426,0
TXN-10198,CUST-2641,Payment Link,7,0.61,1
TXN-10198,CUST-2641,Payment Reminder,5,0.45,0
TXN-10199,CUST-1131,Human Review,10,0.508,0
TXN-10199,CUST-1131,Payment Method Update,8,0.608,0
TXN-10199,CUST-1131,Payment Link,7,0.398,0
TXN-10200,CUST-2202,Payment Method Update,8,0.596,1
TXN-10200,CUST-2202,Delayed Retry,4,0.376,0
TXN-10200,CUST-2202,Human Review,10,0.496,0
TXN-10201,CUST-1339,Human Review,10,0.404,0
TXN-10201,CUST-1339,Payment Link,7,0.444,0
TXN-10201,CUST-1339,Smart Retry,3,0.224,0
TXN-10202,CUST-1354,Payment Reminder,5,0.496,0
TXN-10202,CUST-1354,Delayed Retry,4,0.556,0
TXN-10203,CUST-3265,Payment Link,7,0.448,1
TXN-10203,CUST-3265,Delayed Retry,4,0.438,0
TXN-10204,CUST-3142,Payment Reminder,5,0.578,1
TXN-10204,CUST-3142,Human Review,10,0.598,0
TXN-10205,CUST-2490,Smart Retry,3,0.6,1
TXN-10205,CUST-2490,Human Review,10,0.52,1
TXN-10205,CUST-2490,Payment Reminder,5,0.4,1
TXN-10206,CUST-2007,Human Review,10,0.44,0
TXN-10206,CUST-2007,Payment Reminder,5,0.42,0
TXN-10207,CUST-1848,Payment Method Update,8,0.408,1
TXN-10207,CUST-1848,Human Review,10,0.458,1
TXN-10207,CUST-1848,Smart Retry,3,0.638,1
TXN-10208,CUST-1030,Smart Retry,3,0.696,1
TXN-10208,CUST-1030,Human Review,10,0.566,1
TXN-10209,CUST-2872,Payment Method Update,8,0.302,1
TXN-10209,CUST-2872,Delayed Retry,4,0.332,0
TXN-10209,CUST-2872,Payment Link,7,0.342,1
TXN-10210,CUST-2004,Payment Reminder,5,0.49,0
TXN-10210,CUST-2004,Smart Retry,3,0.74,1
TXN-10210,CUST-2004,Delayed Retry,4,0.49,0
TXN-10211,CUST-3285,Payment Method Update,8,0.352,1
TXN-10211,CUST-3285,Payment Link,7,0.392,0
TXN-10211,CUST-3285,Delayed Retry,4,0.382,0
TXN-10212,CUST-3332,Delayed Retry,4,0.378,0
TXN-10212,CUST-3332,Human Review,10,0.498,1
TXN-10212,CUST-3332,Payment Link,7,0.538,0
TXN-10213,CUST-1444,Human Review,10,0.49,1
TXN-10213,CUST-1444,Delayed Retry,4,0.47,1
TXN-10213,CUST-1444,Payment Method Update,8,0.44,0
TXN-10214,CUST-1028,Payment Reminder,5,0.408,1
TXN-10214,CUST-1028,Delayed Retry,4,0.408,1
TXN-10215,CUST-2644,Payment Link,7,0.432,0
TXN-10215,CUST-2644,Payment Reminder,5,0.422,1
TXN-10215,CUST-2644,Delayed Retry,4,0.422,0
TXN-10216,CUST-1518,Delayed Retry,4,0.466,1
TXN-10216,CUST-1518,Human Review,10,0.486,1
TXN-10217,CUST-2795,Delayed Retry,4,0.492,1
TXN-10217,CUST-2795,Smart Retry,3,0.272,0
TXN-10217,CUST-2795,Payment Link,7,0.342,0
TXN-10218,CUST-3051,Delayed Retry,4,0.272,0
TXN-10218,CUST-3051,Payment Link,7,0.282,0
TXN-10219,CUST-3167,Payment Method Update,8,0.384,1
TXN-10219,CUST-3167,Payment Reminder,5,0.414,1
TXN-10220,CUST-1537,Payment Reminder,5,0.45,1
TXN-10220,CUST-1537,Delayed Retry,4,0.45,0
TXN-10220,CUST-1537,Payment Link,7,0.46,1
TXN-10221,CUST-2376,Payment Method Update,8,0.35,1
TXN-10221,CUST-2376,Payment Link,7,0.39,0
TXN-10222,CUST-3216,Delayed Retry,4,0.408,0
TXN-10222,CUST-3216,Payment Link,7,0.568,0
TXN-10223,CUST-2323,Smart Retry,3,0.564,1
TXN-10223,CUST-2323,Payment Method Update,8,0.334,1
TXN-10223,CUST-2323,Delayed Retry,4,0.364,0
TXN-10224,CUST-2365,Payment Method Update,8,0.44,1
TXN-10224,CUST-2365,Payment Reminder,5,0.57,0
TXN-10225,CUST-3049,Payment Link,7,0.464,0
TXN-10225,CUST-3049,Human Review,10,0.574,0
TXN-10226,CUST-3114,Payment Reminder,5,0.426,0
TXN-10226,CUST-3114,Payment Link,7,0.436,1
TXN-10227,CUST-3339,Payment Method Update,8,0.368,0
TXN-10227,CUST-3339,Smart Retry,3,0.338,0
TXN-10227,CUST-3339,Payment Link,7,0.558,0
TXN-10228,CUST-2518,Human Review,10,0.332,0
TXN-10228,CUST-2518,Delayed Retry,4,0.312,1
TXN-10228,CUST-2518,Smart Retry,3,0.562,1
TXN-10229,CUST-2039,Payment Link,7,0.386,1
TXN-10229,CUST-2039,Payment Reminder,5,0.376,0
TXN-10229,CUST-2039,Smart Retry,3,0.626,0
TXN-10230,CUST-1739,Smart Retry,3,0.37,0
TXN-10230,CUST-1739,Payment Link,7,0.44,0
TXN-10231,CUST-2674,Delayed Retry,4,0.496,1
TXN-10231,CUST-2674,Smart Retry,3,0.276,0
TXN-10231,CUST-2674,Payment Reminder,5,0.436,0
TXN-10232,CUST-2932,Payment Link,7,0.5,0
TXN-10232,CUST-2932,Delayed Retry,4,0.49,1
TXN-10232,CUST-2932,Human Review,10,0.51,0
TXN-10233,CUST-1709,Payment Link,7,0.334,1
TXN-10233,CUST-1709,Payment Reminder,5,0.424,1
TXN-10233,CUST-1709,Delayed Retry,4,0.484,1
TXN-10234,CUST-1839,Payment Reminder,5,0.414,0
TXN-10234,CUST-1839,Delayed Retry,4,0.414,0
TXN-10235,CUST-2774,Smart Retry,3,0.392,1
TXN-10235,CUST-2774,Payment Reminder,5,0.402,0
TXN-10236,CUST-2704,Payment Method Update,8,0.46,0
TXN-10236,CUST-2704,Payment Reminder,5,0.49,1
TXN-10236,CUST-2704,Human Review,10,0.51,1
TXN-10237,CUST-1105,Delayed Retry,4,0.38,1
TXN-10237,CUST-1105,Smart Retry,3,0.32,0
TXN-10237,CUST-1105,Payment Reminder,5,0.38,0
TXN-10238,CUST-3352,Payment Link,7,0.406,0
TXN-10238,CUST-3352,Human Review,10,0.516,1
TXN-10239,CUST-1788,Payment Method Update,8,0.37,1
TXN-10239,CUST-1788,Smart Retry,3,0.34,1
TXN-10239,CUST-1788,Payment Reminder,5,0.5,0
TXN-10240,CUST-1725,Human Review,10,0.54,0
TXN-10240,CUST-1725,Delayed Retry,4,0.42,0
TXN-10240,CUST-1725,Payment Reminder,5,0.42,0
TXN-10241,CUST-1350,Human Review,10,0.52,0
TXN-10241,CUST-1350,Payment Reminder,5,0.5,0
TXN-10241,CUST-1350,Delayed Retry,4,0.56,1
TXN-10242,CUST-2173,Payment Link,7,0.42,1
TXN-10242,CUST-2173,Human Review,10,0.43,1
TXN-10243,CUST-2061,Payment Link,7,0.468,0
TXN-10243,CUST-2061,Payment Reminder,5,0.458,1
TXN-10244,CUST-1886,Payment Link,7,0.41,1
TXN-10244,CUST-1886,Smart Retry,3,0.34,0
TXN-10244,CUST-1886,Payment Method Update,8,0.37,0
TXN-10245,CUST-2417,Payment Reminder,5,0.43,1
TXN-10245,CUST-2417,Smart Retry,3,0.68,1
TXN-10245,CUST-2417,Payment Link,7,0.44,0
TXN-10246,CUST-1609,Payment Link,7,0.33,0
TXN-10246,CUST-1609,Delayed Retry,4,0.32,0
TXN-10246,CUST-1609,Payment Method Update,8,0.29,0
TXN-10247,CUST-1264,Payment Link,7,0.43,1
TXN-10247,CUST-1264,Delayed Retry,4,0.42,1
TXN-10247,CUST-1264,Payment Method Update,8,0.39,1
TXN-10248,CUST-2022,Payment Link,7,0.42,1
TXN-10248,CUST-2022,Human Review,10,0.51,0
TXN-10249,CUST-1739,Delayed Retry,4,0.602,0
TXN-10249,CUST-1739,Smart Retry,3,0.432,1
TXN-10249,CUST-1739,Human Review,10,0.562,0
TXN-10250,CUST-2348,Payment Method Update,8,0.31,1
TXN-10250,CUST-2348,Delayed Retry,4,0.34,0
TXN-10250,CUST-2348,Smart Retry,3,0.54,1
TXN-10251,CUST-2866,Delayed Retry,4,0.466,1
TXN-10251,CUST-2866,Payment Link,7,0.476,1
TXN-10252,CUST-1231,Delayed Retry,4,0.376,0
TXN-10252,CUST-1231,Human Review,10,0.396,0
TXN-10253,CUST-2547,Delayed Retry,4,0.406,0
TXN-10253,CUST-2547,Payment Reminder,5,0.406,0
TXN-10253,CUST-2547,Payment Method Update,8,0.376,0
TXN-10254,CUST-3316,Payment Link,7,0.378,1
TXN-10254,CUST-3316,Payment Method Update,8,0.338,0
TXN-10254,CUST-3316,Smart Retry,3,0.308,1
TXN-10255,CUST-1227,Delayed Retry,4,0.566,0
TXN-10255,CUST-1227,Human Review,10,0.426,0
TXN-10256,CUST-2078,Human Review,10,0.51,0
TXN-10256,CUST-2078,Payment Reminder,5,0.49,1
TXN-10257,CUST-2338,Payment Method Update,8,0.436,1
TXN-10257,CUST-2338,Payment Link,7,0.476,1
TXN-10258,CUST-2228,Payment Method Update,8,0.35,0
TXN-10258,CUST-2228,Human Review,10,0.4,0
TXN-10259,CUST-1634,Smart Retry,3,0.48,0
TXN-10259,CUST-1634,Payment Reminder,5,0.59,1
TXN-10259,CUST-1634,Delayed Retry,4,0.65,1
TXN-10260,CUST-3061,Payment Method Update,8,0.392,0
TXN-10260,CUST-3061,Human Review,10,0.442,0
TXN-10260,CUST-3061,Delayed Retry,4,0.422,1
TXN-10261,CUST-1415,Payment Link,7,0.586,1
TXN-10261,CUST-1415,Smart Retry,3,0.366,0
TXN-10261,CUST-1415,Human Review,10,0.546,1
TXN-10262,CUST-1761,Delayed Retry,4,0.398,1
TXN-10262,CUST-1761,Payment Link,7,0.408,1
TXN-10263,CUST-2012,Payment Method Update,8,0.39,1
TXN-10263,CUST-2012,Delayed Retry,4,0.42,1
TXN-10264,CUST-1769,Human Review,10,0.492,0
TXN-10264,CUST-1769,Delayed Retry,4,0.372,0
TXN-10265,CUST-1806,Payment Reminder,5,0.486,1
TXN-10265,CUST-1806,Smart Retry,3,0.376,0
TXN-10265,CUST-1806,Delayed Retry,4,0.546,1
TXN-10266,CUST-1939,Smart Retry,3,0.46,1
TXN-10266,CUST-1939,Human Review,10,0.59,0
TXN-10266,CUST-1939,Delayed Retry,4,0.63,1
TXN-10267,CUST-2455,Payment Method Update,8,0.42,1
TXN-10267,CUST-2455,Payment Link,7,0.46,0
TXN-10267,CUST-2455,Human Review,10,0.57,1
TXN-10268,CUST-1171,Delayed Retry,4,0.34,1
TXN-10268,CUST-1171,Smart Retry,3,0.54,0
TXN-10269,CUST-1521,Payment Method Update,8,0.37,0
TXN-10269,CUST-1521,Smart Retry,3,0.34,0
TXN-10270,CUST-2890,Payment Reminder,5,0.4,0
TXN-10270,CUST-2890,Payment Link,7,0.41,0
TXN-10271,CUST-1643,Delayed Retry,4,0.45,1
TXN-10271,CUST-1643,Payment Reminder,5,0.45,0
TXN-10272,CUST-1462,Payment Reminder,5,0.51,0
TXN-10272,CUST-1462,Human Review,10,0.53,0
TXN-10273,CUST-1623,Smart Retry,3,0.6,0
TXN-10273,CUST-1623,Payment Link,7,0.41,0
TXN-10274,CUST-2716,Delayed Retry,4,0.36,1
TXN-10274,CUST-2716,Payment Link,7,0.52,1
TXN-10274,CUST-2716,Human Review,10,0.48,1
TXN-10275,CUST-2209,Smart Retry,3,0.378,0
TXN-10275,CUST-2209,Payment Method Update,8,0.408,1
TXN-10276,CUST-3108,Human Review,10,0.336,1
TXN-10276,CUST-3108,Delayed Retry,4,0.316,0
TXN-10277,CUST-1890,Payment Method Update,8,0.412,1
TXN-10277,CUST-1890,Delayed Retry,4,0.442,0
TXN-10278,CUST-1227,Smart Retry,3,0.638,1
TXN-10278,CUST-1227,Payment Method Update,8,0.408,0
TXN-10278,CUST-1227,Payment Reminder,5,0.438,0
TXN-10279,CUST-2442,Payment Reminder,5,0.376,0
TXN-10279,CUST-2442,Smart Retry,3,0.626,0
TXN-10279,CUST-2442,Human Review,10,0.496,0
TXN-10280,CUST-2449,Payment Method Update,8,0.654,0
TXN-10280,CUST-2449,Human Review,10,0.554,1
TXN-10281,CUST-2260,Human Review,10,0.578,1
TXN-10281,CUST-2260,Payment Link,7,0.468,0
TXN-10281,CUST-2260,Payment Method Update,8,0.428,0
TXN-10282,CUST-1020,Delayed Retry,4,0.47,1
TXN-10282,CUST-1020,Smart Retry,3,0.67,0
TXN-10283,CUST-2726,Smart Retry,3,0.634,0
TXN-10283,CUST-2726,Payment Reminder,5,0.434,0
TXN-10283,CUST-2726,Payment Link,7,0.444,0
TXN-10284,CUST-2819,Payment Link,7,0.336,1
TXN-10284,CUST-2819,Smart Retry,3,0.316,0
TXN-10284,CUST-2819,Payment Reminder,5,0.426,0
TXN-10285,CUST-1129,Smart Retry,3,0.67,1
TXN-10285,CUST-1129,Human Review,10,0.49,1
TXN-10285,CUST-1129,Payment Reminder,5,0.47,1
TXN-10286,CUST-2637,Payment Reminder,5,0.402,1
TXN-10286,CUST-2637,Payment Method Update,8,0.372,1
TXN-10286,CUST-2637,Payment Link,7,0.412,0
TXN-10287,CUST-1231,Smart Retry,3,0.708,1
TXN-10287,CUST-1231,Payment Method Update,8,0.428,0
TXN-10287,CUST-1231,Human Review,10,0.578,1
TXN-10288,CUST-1533,Payment Method Update,8,0.366,0
TXN-10288,CUST-1533,Payment Link,7,0.406,0
TXN-10289,CUST-1747,Payment Method Update,8,0.424,1
TXN-10289,CUST-1747,Delayed Retry,4,0.614,1
TXN-10290,CUST-2771,Smart Retry,3,0.43,1
TXN-10290,CUST-2771,Payment Method Update,8,0.46,1
TXN-10290,CUST-2771,Delayed Retry,4,0.65,0
TXN-10291,CUST-3257,Human Review,10,0.484,1
TXN-10291,CUST-3257,Smart Retry,3,0.614,0
TXN-10291,CUST-3257,Payment Method Update,8,0.334,0
TXN-10292,CUST-1402,Payment Link,7,0.488,0
TXN-10292,CUST-1402,Payment Reminder,5,0.328,0
TXN-10292,CUST-1402,Smart Retry,3,0.268,0
TXN-10293,CUST-1925,Delayed Retry,4,0.356,1
TXN-10293,CUST-1925,Payment Method Update,8,0.326,0
TXN-10294,CUST-2770,Human Review,10,0.578,1
TXN-10294,CUST-2770,Payment Reminder,5,0.458,0
TXN-10295,CUST-1596,Payment Method Update,8,0.372,1
TXN-10295,CUST-1596,Payment Link,7,0.562,0
TXN-10296,CUST-2413,Payment Reminder,5,0.434,0
TXN-10296,CUST-2413,Payment Link,7,0.444,1
TXN-10296,CUST-2413,Payment Method Update,8,0.404,1
TXN-10297,CUST-1927,Human Review,10,0.554,1
TXN-10297,CUST-1927,Payment Link,7,0.444,1
TXN-10297,CUST-1927,Smart Retry,3,0.634,0
TXN-10298,CUST-1162,Payment Method Update,8,0.588,1
TXN-10298,CUST-1162,Payment Reminder,5,0.368,0
TXN-10298,CUST-1162,Delayed Retry,4,0.368,0
TXN-10299,CUST-2381,Payment Method Update,8,0.39,0
TXN-10299,CUST-2381,Payment Link,7,0.58,1
TXN-10299,CUST-2381,Human Review,10,0.44,1
TXN-10300,CUST-2750,Payment Method Update,8,0.346,0
TXN-10300,CUST-2750,Payment Reminder,5,0.376,0
TXN-10300,CUST-2750,Delayed Retry,4,0.376,0
TXN-10301,CUST-1416,Payment Method Update,8,0.404,1
TXN-10301,CUST-1416,Delayed Retry,4,0.434,1
TXN-10301,CUST-1416,Payment Link,7,0.594,1
TXN-10302,CUST-3283,Payment Method Update,8,0.356,0
TXN-10302,CUST-3283,Payment Link,7,0.396,0
TXN-10303,CUST-1757,Delayed Retry,4,0.438,1
TXN-10303,CUST-1757,Smart Retry,3,0.378,0
TXN-10304,CUST-2425,Smart Retry,3,0.67,0
TXN-10304,CUST-2425,Payment Reminder,5,0.42,0
TXN-10305,CUST-2268,Payment Reminder,5,0.464,1
TXN-10305,CUST-2268,Payment Link,7,0.374,1
TXN-10305,CUST-2268,Human Review,10,0.484,1
TXN-10306,CUST-3284,Smart Retry,3,0.288,0
TXN-10306,CUST-3284,Payment Reminder,5,0.448,1
TXN-10307,CUST-2663,Human Review,10,0.522,0
TXN-10307,CUST-2663,Smart Retry,3,0.602,0
TXN-10308,CUST-1257,Payment Reminder,5,0.396,1
TXN-10308,CUST-1257,Payment Method Update,8,0.616,0
TXN-10308,CUST-1257,Human Review,10,0.416,1
TXN-10309,CUST-3286,Payment Reminder,5,0.478,1
TXN-10309,CUST-3286,Payment Method Update,8,0.448,0
TXN-10310,CUST-1712,Delayed Retry,4,0.38,1
TXN-10310,CUST-1712,Payment Method Update,8,0.35,0
TXN-10311,CUST-1771,Smart Retry,3,0.596,1
TXN-10311,CUST-1771,Payment Method Update,8,0.366,0
TXN-10311,CUST-1771,Human Review,10,0.416,0
TXN-10312,CUST-1599,Payment Reminder,5,0.4,0
TXN-10312,CUST-1599,Delayed Retry,4,0.4,1
TXN-10312,CUST-1599,Payment Method Update,8,0.37,0
TXN-10313,CUST-1845,Smart Retry,3,0.642,1
TXN-10313,CUST-1845,Human Review,10,0.462,0
TXN-10313,CUST-1845,Payment Method Update,8,0.412,1
TXN-10314,CUST-1503,Human Review,10,0.48,1
TXN-10314,CUST-1503,Payment Method Update,8,0.33,0
TXN-10315,CUST-1669,Delayed Retry,4,0.61,1
TXN-10315,CUST-1669,Payment Link,7,0.46,0
TXN-10315,CUST-1669,Smart Retry,3,0.39,1
TXN-10316,CUST-1210,Payment Method Update,8,0.408,0
TXN-10316,CUST-1210,Delayed Retry,4,0.438,1
TXN-10316,CUST-1210,Human Review,10,0.558,1
TXN-10317,CUST-1289,Payment Link,7,0.35,0
TXN-10317,CUST-1289,Delayed Retry,4,0.34,1
TXN-10318,CUST-3211,Human Review,10,0.562,1
TXN-10318,CUST-3211,Delayed Retry,4,0.442,0
TXN-10318,CUST-3211,Payment Link,7,0.602,1
TXN-10319,CUST-1579,Smart Retry,3,0.59,1
TXN-10319,CUST-1579,Payment Method Update,8,0.36,0
TXN-10319,CUST-1579,Delayed Retry,4,0.39,0
TXN-10320,CUST-1524,Smart Retry,3,0.342,0
TXN-10320,CUST-1524,Payment Link,7,0.512,1
TXN-10320,CUST-1524,Payment Method Update,8,0.322,0
TXN-10321,CUST-2293,Human Review,10,0.486,0
TXN-10321,CUST-2293,Payment Method Update,8,0.436,1
TXN-10322,CUST-2811,Smart Retry,3,0.354,0
TXN-10322,CUST-2811,Human Review,10,0.534,0
TXN-10323,CUST-1560,Payment Link,7,0.496,1
TXN-10323,CUST-1560,Smart Retry,3,0.276,0
TXN-10323,CUST-1560,Payment Reminder,5,0.336,0
TXN-10324,CUST-1356,Human Review,10,0.408,0
TXN-10324,CUST-1356,Payment Method Update,8,0.358,0
TXN-10324,CUST-1356,Smart Retry,3,0.588,1
TXN-10325,CUST-1495,Payment Method Update,8,0.318,0
TXN-10325,CUST-1495,Delayed Retry,4,0.348,0
TXN-10325,CUST-1495,Payment Link,7,0.358,0
TXN-10326,CUST-1357,Delayed Retry,4,0.414,0
TXN-10326,CUST-1357,Payment Reminder,5,0.414,1
TXN-10327,CUST-3104,Payment Link,7,0.5,0
TXN-10327,CUST-3104,Smart Retry,3,0.48,0
TXN-10327,CUST-3104,Payment Method Update,8,0.46,0
TXN-10328,CUST-2726,Payment Method Update,8,0.63,0
TXN-10328,CUST-2726,Smart Retry,3,0.4,0
TXN-10329,CUST-1774,Smart Retry,3,0.292,0
TXN-10329,CUST-1774,Payment Link,7,0.362,0
TXN-10330,CUST-1747,Human Review,10,0.534,0
TXN-10330,CUST-1747,Delayed Retry,4,0.414,0
TXN-10331,CUST-2114,Delayed Retry,4,0.308,0
TXN-10331,CUST-2114,Human Review,10,0.428,0
TXN-10332,CUST-1063,Smart Retry,3,0.568,0
TXN-10332,CUST-1063,Human Review,10,0.388,0
TXN-10332,CUST-1063,Payment Link,7,0.378,1
TXN-10333,CUST-2280,Delayed Retry,4,0.344,0
TXN-10333,CUST-2280,Smart Retry,3,0.284,0
TXN-10334,CUST-1068,Delayed Retry,4,0.472,1
TXN-10334,CUST-1068,Payment Reminder,5,0.412,0
TXN-10335,CUST-1220,Payment Reminder,5,0.348,0
TXN-10335,CUST-1220,Human Review,10,0.368,0
TXN-10336,CUST-2008,Payment Method Update,8,0.294,0
TXN-10336,CUST-2008,Smart Retry,3,0.524,1
TXN-10336,CUST-2008,Delayed Retry,4,0.324,0
TXN-10337,CUST-1430,Smart Retry,3,0.252,0
TXN-10337,CUST-1430,Human Review,10,0.332,1
TXN-10337,CUST-1430,Payment Link,7,0.472,1
TXN-10338,CUST-1730,Smart Retry,3,0.36,1
TXN-10338,CUST-1730,Payment Reminder,5,0.42,0
TXN-10339,CUST-3097,Human Review,10,0.408,0
TXN-10339,CUST-3097,Payment Link,7,0.298,0
TXN-10339,CUST-3097,Payment Method Update,8,0.258,0
TXN-10340,CUST-2546,Human Review,10,0.55,1
TXN-10340,CUST-2546,Smart Retry,3,0.42,1
TXN-10340,CUST-2546,Delayed Retry,4,0.59,1
TXN-10341,CUST-2066,Payment Reminder,5,0.438,0
TXN-10341,CUST-2066,Smart Retry,3,0.428,1
TXN-10342,CUST-1707,Smart Retry,3,0.672,1
TXN-10342,CUST-1707,Human Review,10,0.442,0
TXN-10342,CUST-1707,Delayed Retry,4,0.422,1
TXN-10343,CUST-1966,Payment Method Update,8,0.332,1
TXN-10343,CUST-1966,Payment Link,7,0.522,1
TXN-10344,CUST-1811,Human Review,10,0.44,0
TXN-10344,CUST-1811,Payment Reminder,5,0.42,1
TXN-10345,CUST-3219,Smart Retry,3,0.564,1
TXN-10345,CUST-3219,Delayed Retry,4,0.364,0
TXN-10345,CUST-3219,Payment Method Update,8,0.334,1
TXN-10346,CUST-3111,Payment Link,7,0.48,0
TXN-10346,CUST-3111,Human Review,10,0.49,1
TXN-10347,CUST-3235,Payment Method Update,8,0.396,1
TXN-10347,CUST-3235,Human Review,10,0.446,0
TXN-10348,CUST-3059,Human Review,10,0.42,1
TXN-10348,CUST-3059,Payment Link,7,0.56,1
TXN-10349,CUST-3062,Payment Method Update,8,0.37,1
TXN-10349,CUST-3062,Human Review,10,0.52,0
TXN-10350,CUST-1546,Payment Link,7,0.424,0
TXN-10350,CUST-1546,Payment Reminder,5,0.414,0
TXN-10350,CUST-1546,Payment Method Update,8,0.384,1
TXN-10351,CUST-2203,Payment Reminder,5,0.454,1
TXN-10351,CUST-2203,Human Review,10,0.574,1
TXN-10351,CUST-2203,Smart Retry,3,0.654,0
TXN-10352,CUST-1069,Payment Link,7,0.48,0
TXN-10352,CUST-1069,Delayed Retry,4,0.47,0
TXN-10352,CUST-1069,Payment Method Update,8,0.44,1
TXN-10353,CUST-1127,Payment Method Update,8,0.36,1
TXN-10353,CUST-1127,Delayed Retry,4,0.55,0
TXN-10353,CUST-1127,Smart Retry,3,0.33,0
TXN-10354,CUST-1109,Payment Link,7,0.384,1
TXN-10354,CUST-1109,Payment Method Update,8,0.344,1
TXN-10354,CUST-1109,Human Review,10,0.474,1
TXN-10355,CUST-1266,Payment Reminder,5,0.348,1
TXN-10355,CUST-1266,Payment Link,7,0.358,0
TXN-10355,CUST-1266,Payment Method Update,8,0.318,1
TXN-10356,CUST-2977,Smart Retry,3,0.51,0
TXN-10356,CUST-2977,Payment Link,7,0.32,0
TXN-10357,CUST-2177,Payment Method Update,8,0.35,0
TXN-10357,CUST-2177,Smart Retry,3,0.32,0
TXN-10358,CUST-1166,Payment Reminder,5,0.408,1
TXN-10358,CUST-1166,Delayed Retry,4,0.408,0
TXN-10359,CUST-1945,Delayed Retry,4,0.41,1
TXN-10359,CUST-1945,Payment Reminder,5,0.41,0
TXN-10360,CUST-1397,Payment Method Update,8,0.69,1
TXN-10360,CUST-1397,Delayed Retry,4,0.47,1
TXN-10360,CUST-1397,Payment Reminder,5,0.47,0
TXN-10361,CUST-2333,Human Review,10,0.458,1
TXN-10361,CUST-2333,Payment Link,7,0.448,1
TXN-10362,CUST-1835,Payment Link,7,0.538,0
TXN-10362,CUST-1835,Delayed Retry,4,0.378,0
TXN-10363,CUST-2515,Payment Method Update,8,0.31,0
TXN-10363,CUST-2515,Payment Link,7,0.35,0
TXN-10364,CUST-2527,Payment Reminder,5,0.368,0
TXN-10364,CUST-2527,Human Review,10,0.388,1
TXN-10365,CUST-1268,Payment Link,7,0.456,1
TXN-10365,CUST-1268,Human Review,10,0.566,1
TXN-10365,CUST-1268,Payment Method Update,8,0.416,0
TXN-10366,CUST-1709,Delayed Retry,4,0.388,0
TXN-10366,CUST-1709,Human Review,10,0.508,0
TXN-10367,CUST-1226,Payment Reminder,5,0.47,1
TXN-10367,CUST-1226,Smart Retry,3,0.41,0
TXN-10368,CUST-2283,Payment Reminder,5,0.468,0
TXN-10368,CUST-2283,Payment Method Update,8,0.338,0
TXN-10368,CUST-2283,Human Review,10,0.488,0
TXN-10369,CUST-2121,Payment Link,7,0.468,0
TXN-10369,CUST-2121,Smart Retry,3,0.708,1
TXN-10369,CUST-2121,Delayed Retry,4,0.458,0
TXN-10370,CUST-2789,Payment Link,7,0.598,0
TXN-10370,CUST-2789,Payment Method Update,8,0.408,0
TXN-10370,CUST-2789,Human Review,10,0.458,0
TXN-10371,CUST-2531,Delayed Retry,4,0.466,0
TXN-10371,CUST-2531,Payment Reminder,5,0.466,0
TXN-10371,CUST-2531,Human Review,10,0.586,0
TXN-10372,CUST-1533,Payment Link,7,0.618,1
TXN-10372,CUST-1533,Delayed Retry,4,0.458,1
TXN-10372,CUST-1533,Payment Reminder,5,0.458,1
TXN-10373,CUST-3455,Payment Method Update,8,0.658,1
TXN-10373,CUST-3455,Smart Retry,3,0.378,0
TXN-10373,CUST-3455,Payment Reminder,5,0.438,0
TXN-10374,CUST-1361,Smart Retry,3,0.558,0
TXN-10374,CUST-1361,Payment Method Update,8,0.328,0
TXN-10374,CUST-1361,Payment Reminder,5,0.358,0
TXN-10375,CUST-1819,Delayed Retry,4,0.414,0
TXN-10375,CUST-1819,Human Review,10,0.534,0
TXN-10376,CUST-3013,Human Review,10,0.57,0
TXN-10376,CUST-3013,Payment Reminder,5,0.45,0
TXN-10376,CUST-3013,Payment Method Update,8,0.42,0
TXN-10377,CUST-1037,Payment Reminder,5,0.384,0
TXN-10377,CUST-1037,Smart Retry,3,0.634,1
TXN-10377,CUST-1037,Human Review,10,0.404,1
TXN-10378,CUST-3141,Delayed Retry,4,0.51,1
TXN-10378,CUST-3141,Human Review,10,0.45,1
TXN-10378,CUST-3141,Smart Retry,3,0.34,1
TXN-10379,CUST-1144,Human Review,10,0.502,0
TXN-10379,CUST-1144,Payment Method Update,8,0.352,0
TXN-10379,CUST-1144,Payment Reminder,5,0.482,0
TXN-10380,CUST-3312,Payment Link,7,0.37,0
TXN-10380,CUST-3312,Payment Reminder,5,0.36,1
TXN-10380,CUST-3312,Delayed Retry,4,0.36,1
TXN-10381,CUST-1541,Payment Link,7,0.394,1
TXN-10381,CUST-1541,Delayed Retry,4,0.384,1
TXN-10382,CUST-1291,Payment Link,7,0.5,0
TXN-10382,CUST-1291,Payment Method Update,8,0.46,0
TXN-10382,CUST-1291,Smart Retry,3,0.74,1
