transaction_id,customer_id,amount,payment_method,failure_reason,previous_successful_payments,previous_recovery_success,recovery_attempts,customer_annual_value,recovered
TXN-10292,CUST-1402,12342.5,Credit Card,Authentication Failed,9,0,4,78051.59,0
TXN-10293,CUST-1925,10180.56,Net Banking,Authentication Failed,8,0,2,93582.17,0
TXN-10294,CUST-2770,4056.4,UPI,Temporary Bank/Network Error,9,1,1,133610.48,1
TXN-10295,CUST-1596,10177.47,UPI,Authentication Failed,6,1,2,294322.38,1
TXN-10296,CUST-2413,14150.38,Wallet,Payment Gateway Timeout,7,1,1,99890.25,1
TXN-10297,CUST-1927,5839.99,Wallet,Temporary Bank/Network Error,7,1,1,98689.59,1
TXN-10298,CUST-1162,6715.51,Net Banking,Card Expired,9,0,2,41327.39,0
TXN-10299,CUST-2381,14170.64,Debit Card,Authentication Failed,12,0,0,29504.37,0
TXN-10300,CUST-2750,3371.38,UPI,Temporary Bank/Network Error,8,0,1,62382.44,1
TXN-10301,CUST-1416,3408.17,Credit Card,Authentication Failed,7,1,1,86995.72,0
TXN-10302,CUST-3283,10174.62,Credit Card,Temporary Bank/Network Error,3,1,1,133175.6,1
TXN-10303,CUST-1757,5883.21,Credit Card,Authentication Failed,9,1,2,105453.16,1
TXN-10304,CUST-2425,3058.18,UPI,Payment Gateway Timeout,14,0,0,119631.22,1
TXN-10305,CUST-2268,2851.81,Net Banking,Insufficient Funds,7,0,1,127999.72,0
TXN-10306,CUST-3284,8912.49,Credit Card,Insufficient Funds,4,0,0,119647.25,0
TXN-10307,CUST-2663,16154.82,Credit Card,Payment Gateway Timeout,6,1,2,108310.56,1
TXN-10308,CUST-1257,5113.25,Credit Card,Card Expired,8,0,0,59903.25,0
TXN-10309,CUST-3286,4956.2,Net Banking,Temporary Bank/Network Error,9,1,0,161621.91,1
TXN-10310,CUST-1712,5488.43,Debit Card,Payment Gateway Timeout,16,0,2,31553.92,1
TXN-10311,CUST-1771,5467.03,Wallet,Payment Gateway Timeout,8,0,0,65511.41,1
TXN-10312,CUST-1599,11098.64,UPI,Temporary Bank/Network Error,10,0,1,236058.96,1
TXN-10313,CUST-1845,2405.32,Debit Card,Temporary Bank/Network Error,6,1,0,63323.08,1
TXN-10314,CUST-1503,8003.1,UPI,Authentication Failed,13,0,3,96107.03,0
TXN-10315,CUST-1669,17428.77,Net Banking,Insufficient Funds,10,1,2,53665.92,0
TXN-10316,CUST-1210,9985.82,Debit Card,Payment Gateway Timeout,9,1,2,88898.69,1
TXN-10317,CUST-1289,6635.38,Net Banking,Temporary Bank/Network Error,5,0,1,44680.31,0
TXN-10318,CUST-3211,8575.63,Credit Card,Authentication Failed,6,1,0,125125.51,1
TXN-10319,CUST-1579,11976.81,Net Banking,Temporary Bank/Network Error,5,1,2,74084.48,1
TXN-10320,CUST-1524,5061.77,UPI,Authentication Failed,6,0,1,58688.34,0
TXN-10321,CUST-2293,3244.64,Credit Card,Authentication Failed,8,1,0,70437.39,1
TXN-10322,CUST-2811,8864.69,Credit Card,Insufficient Funds,7,1,2,130820.66,0
TXN-10323,CUST-1560,9380.81,Net Banking,Authentication Failed,8,0,3,95050.41,0
TXN-10324,CUST-1356,4717.47,Wallet,Temporary Bank/Network Error,9,0,1,73413.47,1
TXN-10325,CUST-1495,8006.26,Wallet,Temporary Bank/Network Error,9,0,3,158133.27,1
TXN-10326,CUST-1357,4499.19,Debit Card,Temporary Bank/Network Error,7,1,2,59809.68,1
TXN-10327,CUST-3104,18328.44,UPI,Insufficient Funds,10,1,0,52473.67,1
TXN-10328,CUST-2726,3824.6,UPI,Card Expired,5,1,1,152008.01,0
TXN-10329,CUST-1774,7155.63,Debit Card,Card Expired,6,0,1,84150.83,0
TXN-10330,CUST-1747,9348.09,UPI,Temporary Bank/Network Error,7,1,2,116256.59,1
TXN-10331,CUST-2114,6707.29,Wallet,Card Expired,4,0,2,81657.2,0
TXN-10332,CUST-1063,6178.55,Credit Card,Payment Gateway Timeout,9,0,2,74429.49,1
TXN-10333,CUST-2280,28537.79,Debit Card,Authentication Failed,7,0,2,64742.65,0
TXN-10334,CUST-1068,11243.65,UPI,Insufficient Funds,6,0,3,38736.92,0
TXN-10335,CUST-1220,1948.94,UPI,Temporary Bank/Network Error,9,0,3,63753.38,1
TXN-10336,CUST-2008,12434.43,Wallet,Payment Gateway Timeout,7,0,3,117649.74,0
TXN-10337,CUST-1430,8724.7,Credit Card,Authentication Failed,6,0,3,32761.34,0
TXN-10338,CUST-1730,4713.37,Net Banking,Authentication Failed,12,0,0,65411.4,0
TXN-10339,CUST-3097,2002.11,UPI,Insufficient Funds,4,0,3,76717.8,0
TXN-10340,CUST-2546,11323.05,UPI,Insufficient Funds,11,1,3,114486.1,1
TXN-10341,CUST-2066,15900.49,UPI,Authentication Failed,9,1,2,70383.86,0
TXN-10342,CUST-1707,3777.94,UPI,Payment Gateway Timeout,6,1,1,73114.14,1
TXN-10343,CUST-1966,5007.2,Net Banking,Authentication Failed,6,1,4,101705.2,0
TXN-10344,CUST-1811,7560.58,Credit Card,Card Expired,13,0,0,56867.91,1
TXN-10345,CUST-3219,7718.28,Wallet,Temporary Bank/Network Error,7,0,1,70101.88,1
TXN-10346,CUST-3111,7726.41,Credit Card,Payment Gateway Timeout,11,1,1,49647.26,1
TXN-10347,CUST-3235,7832.21,Net Banking,Temporary Bank/Network Error,8,1,2,53430.62,1
TXN-10348,CUST-3059,4456.6,Credit Card,Authentication Failed,15,0,1,64225.85,1
TXN-10349,CUST-3062,6193.64,Wallet,Authentication Failed,11,0,1,134424.16,0
TXN-10350,CUST-1546,4538.22,Net Banking,Temporary Bank/Network Error,7,1,2,62847.59,1
TXN-10351,CUST-2203,9303.71,Wallet,Payment Gateway Timeout,7,1,0,132287.9,1
TXN-10352,CUST-1069,7605.55,UPI,Payment Gateway Timeout,12,1,1,69382.29,1
TXN-10353,CUST-1127,10958.9,Debit Card,Insufficient Funds,5,1,2,51521.54,0
TXN-10354,CUST-1109,5270.96,UPI,Temporary Bank/Network Error,7,1,4,35224.01,1
TXN-10355,CUST-1266,3370.71,Net Banking,Temporary Bank/Network Error,4,0,0,84146.86,0
TXN-10356,CUST-2977,3975.7,Debit Card,Temporary Bank/Network Error,5,1,6,73654.24,0
TXN-10357,CUST-2177,6113.84,Debit Card,Insufficient Funds,13,0,2,35483.42,0
TXN-10358,CUST-1166,5266.73,UPI,Temporary Bank/Network Error,9,0,0,64458.84,1
TXN-10359,CUST-1945,16692.96,Wallet,Card Expired,10,1,4,45643.11,0
TXN-10360,CUST-1397,6485.16,Debit Card,Card Expired,12,1,1,126761.83,1
TXN-10361,CUST-2333,6207.05,UPI,Payment Gateway Timeout,9,1,2,38543.74,1
TXN-10362,CUST-1835,6782.72,Credit Card,Authentication Failed,4,1,2,32077.92,0
TXN-10363,CUST-2515,3658.96,UPI,Temporary Bank/Network Error,5,0,1,132700.14,1
TXN-10364,CUST-2527,5277.71,Credit Card,Payment Gateway Timeout,9,0,2,45250.97,0
TXN-10365,CUST-1268,8001.94,Credit Card,Payment Gateway Timeout,8,1,1,119876.14,1
TXN-10366,CUST-1709,14524.72,Wallet,Payment Gateway Timeout,9,0,1,133985.19,1
TXN-10367,CUST-1226,5687.23,Wallet,Card Expired,10,1,1,80480.99,1
TXN-10368,CUST-2283,4508.57,Net Banking,Insufficient Funds,9,0,2,171768.08,0
TXN-10369,CUST-2121,4497.32,UPI,Payment Gateway Timeout,9,1,1,73457.02,1
TXN-10370,CUST-2789,4041.62,Net Banking,Authentication Failed,9,1,2,34196.96,0
TXN-10371,CUST-2531,8176.2,Credit Card,Temporary Bank/Network Error,8,1,0,138197.82,1
TXN-10372,CUST-1533,2798.91,Credit Card,Authentication Failed,9,1,1,131779.41,1
TXN-10373,CUST-3455,14400.86,Wallet,Card Expired,9,1,2,63745.11,0
TXN-10374,CUST-1361,2747.45,Net Banking,Temporary Bank/Network Error,4,1,3,76801.84,0
TXN-10375,CUST-1819,7815.04,Wallet,Card Expired,7,1,2,126562.8,0
TXN-10376,CUST-3013,14077.36,Debit Card,Temporary Bank/Network Error,13,1,2,91455.19,1
TXN-10377,CUST-1037,7904.8,UPI,Payment Gateway Timeout,7,0,0,48452.12,1
TXN-10378,CUST-3141,7455.12,UPI,Insufficient Funds,5,1,4,41539.15,0
TXN-10379,CUST-1144,9404.98,UPI,Insufficient Funds,6,1,3,75825.1,0
TXN-10380,CUST-3312,5205.48,Credit Card,Temporary Bank/Network Error,5,0,0,67733.15,1
TXN-10381,CUST-1541,3840.46,Wallet,Payment Gateway Timeout,7,0,0,69068.68,1
TXN-10382,CUST-1291,7083.54,UPI,Payment Gateway Timeout,11,1,0,46235.58,1
TXN-10383,CUST-1523,6243.5,Wallet,Payment Gateway Timeout,6,0,3,35072.49,0
TXN-10384,CUST-1378,3455.87,Credit Card,Insufficient Funds,6,0,2,77818.27,0
TXN-10385,CUST-1548,10584.79,UPI,Authentication Failed,16,1,1,165835.04,1
TXN-10386,CUST-3138,9672.28,Net Banking,Temporary Bank/Network Error,11,1,2,50319.28,1
TXN-10387,CUST-1037,4063.88,Debit Card,Authentication Failed,10,1,1,66881.54,1
TXN-10388,CUST-3112,2221.71,Net Banking,Temporary Bank/Network Error,8,1,0,66575.49,1
TXN-10389,CUST-1604,6192.44,UPI,Temporary Bank/Network Error,8,1,2,40185.41,1
TXN-10390,CUST-3059,10542.57,Wallet,Insufficient Funds,4,0,0,126407.43,0
TXN-10391,CUST-1675,7276.59,Debit Card,Payment Gateway Timeout,8,1,1,35928.44,1
TXN-10392,CUST-2818,6872.33,Net Banking,Insufficient Funds,10,1,2,76620.0,0
TXN-10393,CUST-1941,5469.61,Net Banking,Insufficient Funds,13,1,2,37044.85,1
TXN-10394,CUST-2343,7583.15,Wallet,Insufficient Funds,9,1,1,141713.86,1
TXN-10395,CUST-1850,12120.98,Wallet,Temporary Bank/Network Error,6,0,4,40434.78,0
TXN-10396,CUST-2353,5047.61,UPI,Payment Gateway Timeout,9,1,0,73003.38,1
TXN-10397,CUST-3042,3372.71,Net Banking,Insufficient Funds,11,0,0,94568.12,0
TXN-10398,CUST-2301,8995.03,UPI,Insufficient Funds,10,1,1,111850.18,1
TXN-10399,CUST-2254,4194.97,Wallet,Insufficient Funds,8,1,1,103024.08,1
TXN-10400,CUST-1356,3350.12,Credit Card,Authentication Failed,13,1,4,105673.11,1
TXN-10401,CUST-3231,10375.51,Debit Card,Insufficient Funds,10,1,1,107050.7,1
TXN-10402,CUST-2933,8522.12,Credit Card,Authentication Failed,4,1,1,37479.12,0
TXN-10403,CUST-3472,4262.72,Debit Card,Insufficient Funds,6,0,1,128554.52,0
TXN-10404,CUST-1644,10720.62,Debit Card,Authentication Failed,10,0,2,66041.83,0
TXN-10405,CUST-1534,6123.26,UPI,Insufficient Funds,10,1,0,95122.41,1
TXN-10406,CUST-1990,13587.48,Wallet,Temporary Bank/Network Error,10,0,1,110180.96,1
TXN-10407,CUST-3376,4332.12,UPI,Insufficient Funds,13,1,0,122417.81,1
TXN-10408,CUST-1578,5395.88,Credit Card,Authentication Failed,2,1,1,70960.99,0
TXN-10409,CUST-2816,6486.24,Net Banking,Insufficient Funds,2,0,1,40383.97,0
TXN-10410,CUST-2752,6289.56,UPI,Authentication Failed,6,1,2,27398.42,0
TXN-10411,CUST-1042,7319.44,UPI,Authentication Failed,4,1,2,52128.24,0
TXN-10412,CUST-2710,9239.15,Debit Card,Temporary Bank/Network Error,7,1,2,78814.77,1
TXN-10413,CUST-1816,6285.49,Credit Card,Authentication Failed,7,1,1,65502.36,0
TXN-10414,CUST-1611,19278.12,Credit Card,Temporary Bank/Network Error,11,0,2,41169.86,1
TXN-10415,CUST-2345,7550.6,UPI,Card Expired,14,0,2,91398.67,0
TXN-10416,CUST-3460,6818.67,Net Banking,Temporary Bank/Network Error,4,1,1,89955.14,1
TXN-10417,CUST-2651,5700.27,UPI,Temporary Bank/Network Error,7,1,3,122829.48,1
TXN-10418,CUST-1183,18118.51,Debit Card,Authentication Failed,8,1,3,25621.27,0
TXN-10419,CUST-1249,7148.26,UPI,Insufficient Funds,5,1,2,77087.61,0
TXN-10420,CUST-2822,5533.12,UPI,Insufficient Funds,9,1,3,26717.56,0
TXN-10421,CUST-3059,5152.33,Debit Card,Insufficient Funds,3,0,0,111279.73,0
TXN-10422,CUST-2616,6314.96,Debit Card,Insufficient Funds,9,1,2,41467.56,0
TXN-10423,CUST-2020,5889.31,UPI,Payment Gateway Timeout,7,1,2,102207.97,1
TXN-10424,CUST-1069,2418.13,Net Banking,Temporary Bank/Network Error,5,1,4,112794.47,0
TXN-10425,CUST-2179,6800.87,Net Banking,Insufficient Funds,15,1,2,139064.7,1
TXN-10426,CUST-1906,8345.35,Debit Card,Insufficient Funds,7,0,1,40000.45,0
TXN-10427,CUST-2835,9582.58,Net Banking,Insufficient Funds,6,1,0,44607.26,0
TXN-10428,CUST-1327,13825.21,Credit Card,Insufficient Funds,10,0,3,55629.81,0
TXN-10429,CUST-2818,17392.82,Net Banking,Authentication Failed,6,1,4,48307.43,0
TXN-10430,CUST-1730,18656.06,Wallet,Card Expired,6,0,0,101064.16,0
TXN-10431,CUST-2416,8891.89,Wallet,Temporary Bank/Network Error,3,0,5,46654.45,0
TXN-10432,CUST-2510,4105.95,UPI,Insufficient Funds,13,1,1,140653.36,1
TXN-10433,CUST-2295,10775.07,Debit Card,Temporary Bank/Network Error,5,1,1,64647.83,1
TXN-10434,CUST-3190,8443.97,UPI,Insufficient Funds,8,1,1,87786.16,1
TXN-10435,CUST-1402,8340.67,Credit Card,Temporary Bank/Network Error,10,0,4,64118.65,0
TXN-10436,CUST-1111,4334.97,UPI,Temporary Bank/Network Error,10,0,3,102133.45,1
TXN-10437,CUST-2868,4104.84,Net Banking,Temporary Bank/Network Error,5,0,2,285134.59,0
TXN-10438,CUST-3106,7238.38,Credit Card,Insufficient Funds,9,1,2,98125.0,0
TXN-10439,CUST-2503,7103.46,Wallet,Temporary Bank/Network Error,7,0,1,91735.35,1
TXN-10440,CUST-2958,9517.17,UPI,Authentication Failed,7,0,0,200484.75,0
TXN-10441,CUST-2608,5541.36,Net Banking,Insufficient Funds,6,1,2,52509.21,0
TXN-10442,CUST-2858,11662.29,Credit Card,Payment Gateway Timeout,4,1,3,76620.93,0
TXN-10443,CUST-2832,7795.14,Credit Card,Card Expired,9,0,3,44225.63,0
TXN-10444,CUST-2120,6633.58,Credit Card,Payment Gateway Timeout,5,0,3,78124.18,0
TXN-10445,CUST-2220,4092.48,Net Banking,Temporary Bank/Network Error,10,0,1,149600.91,1
TXN-10446,CUST-1379,9963.24,Debit Card,Authentication Failed,10,1,0,71893.66,1
TXN-10447,CUST-2554,5479.61,Debit Card,Payment Gateway Timeout,5,0,1,60461.13,0
TXN-10448,CUST-3499,5554.91,Credit Card,Authentication Failed,7,1,1,76430.49,0
TXN-10449,CUST-2011,6086.46,Credit Card,Temporary Bank/Network Error,7,0,5,61400.8,0
TXN-10450,CUST-1713,26524.12,Wallet,Payment Gateway Timeout,9,1,3,48805.31,1
TXN-10451,CUST-3038,8695.5,UPI,Temporary Bank/Network Error,7,1,0,43796.56,1
TXN-10452,CUST-2813,7040.63,Credit Card,Payment Gateway Timeout,10,1,2,60534.77,1
TXN-10453,CUST-2804,12304.58,UPI,Authentication Failed,6,0,1,38918.01,0
TXN-10454,CUST-2453,22146.94,Debit Card,Card Expired,6,0,2,86811.69,0
TXN-10455,CUST-1028,10768.99,Debit Card,Temporary Bank/Network Error,7,1,1,38444.21,1
TXN-10456,CUST-1654,12189.32,Credit Card,Insufficient Funds,14,1,3,163958.64,1
TXN-10457,CUST-1830,5066.49,Debit Card,Card Expired,5,1,2,78786.44,0
TXN-10458,CUST-3015,10292.55,UPI,Insufficient Funds,3,1,0,105751.04,0
TXN-10459,CUST-2077,6732.23,UPI,Insufficient Funds,13,1,3,73949.87,1
TXN-10460,CUST-1171,10849.81,Credit Card,Payment Gateway Timeout,8,0,2,59300.0,0
TXN-10461,CUST-2576,3655.9,UPI,Authentication Failed,2,1,3,55957.98,0
TXN-10462,CUST-2655,14152.03,UPI,Insufficient Funds,5,1,1,57633.5,0
TXN-10463,CUST-1920,3353.09,Net Banking,Temporary Bank/Network Error,10,1,2,100950.07,1
TXN-10464,CUST-1866,7013.59,Credit Card,Authentication Failed,8,0,2,102362.62,0
TXN-10465,CUST-3082,8062.1,Wallet,Temporary Bank/Network Error,12,1,2,39687.59,1
TXN-10466,CUST-1790,6358.33,Net Banking,Insufficient Funds,3,1,1,46757.64,0
TXN-10467,CUST-2935,8958.79,Credit Card,Temporary Bank/Network Error,7,0,2,56595.54,0
TXN-10468,CUST-2184,7455.8,Credit Card,Insufficient Funds,10,0,1,64585.1,0
TXN-10469,CUST-1085,7778.93,Net Banking,Temporary Bank/Network Error,6,1,1,62577.32,1
TXN-10470,CUST-2262,4951.1,Wallet,Insufficient Funds,4,1,1,79139.43,0
TXN-10471,CUST-1287,5574.6,UPI,Insufficient Funds,4,1,0,125274.78,0
TXN-10472,CUST-1793,4219.68,UPI,Payment Gateway Timeout,10,0,3,69133.23,1
TXN-10473,CUST-3241,4570.58,UPI,Card Expired,7,0,1,194722.38,0
TXN-10474,CUST-3276,29363.19,Credit Card,Temporary Bank/Network Error,9,1,2,204425.51,1
TXN-10475,CUST-2933,7118.23,Debit Card,Payment Gateway Timeout,11,0,0,57518.59,1
TXN-10476,CUST-1357,6044.51,Credit Card,Payment Gateway Timeout,8,1,1,161299.46,1
TXN-10477,CUST-2271,2982.93,UPI,Insufficient Funds,5,0,1,92731.92,0
TXN-10478,CUST-1961,5728.69,Credit Card,Temporary Bank/Network Error,4,1,1,70962.02,1
TXN-10479,CUST-2448,5288.75,Credit Card,Temporary Bank/Network Error,5,0,4,138396.72,0
TXN-10480,CUST-1363,7966.31,Net Banking,Temporary Bank/Network Error,11,0,2,42041.54,1
TXN-10481,CUST-2781,9387.3,Debit Card,Payment Gateway Timeout,4,0,0,54513.6,0
TXN-10482,CUST-3313,8325.74,Credit Card,Card Expired,7,1,3,80603.54,0
TXN-10483,CUST-1622,3229.89,Debit Card,Authentication Failed,11,0,2,60417.62,0
TXN-10484,CUST-2383,14918.85,Wallet,Payment Gateway Timeout,9,1,2,69013.59,1
TXN-10485,CUST-1108,15772.89,UPI,Insufficient Funds,4,0,3,58120.76,0
TXN-10486,CUST-3370,4882.79,UPI,Temporary Bank/Network Error,9,1,2,86907.5,1
TXN-10487,CUST-2059,7208.9,UPI,Insufficient Funds,4,0,0,36897.18,0
TXN-10488,CUST-1745,13490.52,UPI,Payment Gateway Timeout,9,0,0,238536.06,1
TXN-10489,CUST-2173,3799.62,Debit Card,Authentication Failed,7,0,2,37393.03,0
TXN-10490,CUST-1528,2787.52,Debit Card,Card Expired,7,0,3,56875.69,0
TXN-10491,CUST-1856,3534.42,UPI,Authentication Failed,12,0,1,38319.18,0
TXN-10492,CUST-3027,12160.05,UPI,Insufficient Funds,10,0,1,57463.66,0
TXN-10493,CUST-2088,11523.42,Net Banking,Temporary Bank/Network Error,13,1,5,89550.8,1
TXN-10494,CUST-1651,5014.85,Wallet,Temporary Bank/Network Error,7,1,1,56152.88,1
TXN-10495,CUST-2053,6677.93,Credit Card,Authentication Failed,13,0,3,84275.95,0
TXN-10496,CUST-1948,6200.83,UPI,Authentication Failed,8,1,1,60898.91,1
TXN-10497,CUST-1293,5066.14,Debit Card,Temporary Bank/Network Error,8,0,0,154090.75,1
TXN-10498,CUST-3042,8336.39,Wallet,Temporary Bank/Network Error,15,0,5,86640.08,1
TXN-10499,CUST-1748,17357.21,Wallet,Insufficient Funds,13,0,2,115991.86,0
TXN-10500,CUST-3383,4801.67,Net Banking,Temporary Bank/Network Error,9,1,0,198391.98,1
TXN-10501,CUST-3484,7836.5,UPI,Card Expired,4,0,1,94004.12,0
TXN-10502,CUST-3010,12433.43,Credit Card,Temporary Bank/Network Error,6,1,3,125134.66,1
TXN-10503,CUST-1422,4309.86,Wallet,Insufficient Funds,8,1,1,76281.05,0
TXN-10504,CUST-2468,9309.85,Wallet,Temporary Bank/Network Error,8,1,1,70265.39,1
TXN-10505,CUST-3415,12302.64,UPI,Temporary Bank/Network Error,16,1,1,81736.39,1
TXN-10506,CUST-2947,4220.13,Debit Card,Temporary Bank/Network Error,9,0,2,64952.67,1
TXN-10507,CUST-2663,14197.83,Debit Card,Card Expired,5,0,1,38907.7,0
TXN-10508,CUST-3022,14988.87,Debit Card,Insufficient Funds,9,0,2,119560.83,0
TXN-10509,CUST-1325,18233.66,UPI,Payment Gateway Timeout,11,1,1,123973.92,1
TXN-10510,CUST-2921,9908.38,Credit Card,Authentication Failed,4,0,5,84786.51,0
TXN-10511,CUST-2413,5841.05,UPI,Payment Gateway Timeout,6,1,0,74951.18,1
TXN-10512,CUST-1809,8531.51,UPI,Card Expired,3,0,2,118155.7,0
TXN-10513,CUST-1598,6550.82,Credit Card,Temporary Bank/Network Error,5,0,1,63844.08,0
TXN-10514,CUST-1232,9084.33,UPI,Insufficient Funds,6,0,1,86123.24,0
TXN-10515,CUST-1087,8716.08,Debit Card,Insufficient Funds,5,0,1,242584.39,0
TXN-10516,CUST-1388,3135.99,UPI,Payment Gateway Timeout,7,1,0,40198.21,1
TXN-10517,CUST-1748,8053.61,Net Banking,Card Expired,6,0,1,162376.07,0
TXN-10518,CUST-3484,6846.92,Credit Card,Payment Gateway Timeout,5,1,2,45130.04,1
TXN-10519,CUST-1398,7240.53,UPI,Insufficient Funds,7,1,1,93489.64,0
TXN-10520,CUST-2112,4080.61,Credit Card,Authentication Failed,13,1,0,41607.87,1
TXN-10521,CUST-2197,4216.63,Debit Card,Temporary Bank/Network Error,14,0,0,103613.68,1
TXN-10522,CUST-1161,7218.4,UPI,Authentication Failed,8,1,1,98840.51,1
TXN-10523,CUST-2676,13972.99,UPI,Temporary Bank/Network Error,6,1,1,107406.71,1
TXN-10524,CUST-2289,4196.83,UPI,Authentication Failed,5,0,2,174864.88,0
TXN-10525,CUST-3363,3599.9,Credit Card,Insufficient Funds,5,0,2,84201.48,0
TXN-10526,CUST-3303,12950.28,Debit Card,Card Expired,13,1,2,58659.23,1
TXN-10527,CUST-1925,7584.05,Wallet,Authentication Failed,5,0,1,81177.03,0
TXN-10528,CUST-1486,14551.48,Credit Card,Temporary Bank/Network Error,14,1,1,54263.84,1
TXN-10529,CUST-1636,4631.41,UPI,Payment Gateway Timeout,12,1,2,58522.24,1
TXN-10530,CUST-3320,10050.62,Credit Card,Temporary Bank/Network Error,6,1,1,44731.19,1
TXN-10531,CUST-2373,12274.71,Credit Card,Authentication Failed,9,0,1,157116.3,0
TXN-10532,CUST-1418,4988.9,Wallet,Insufficient Funds,8,1,3,127347.83,0
TXN-10533,CUST-2708,7924.18,Credit Card,Temporary Bank/Network Error,10,0,0,62382.16,1
TXN-10534,CUST-2281,6837.0,Debit Card,Card Expired,7,1,0,55170.76,0
TXN-10535,CUST-2526,3217.05,Credit Card,Authentication Failed,10,1,2,124684.87,1
TXN-10536,CUST-1233,3935.76,UPI,Authentication Failed,11,1,2,110671.86,1
TXN-10537,CUST-2800,3360.0,Net Banking,Payment Gateway Timeout,11,1,1,56880.28,1
TXN-10538,CUST-2746,9627.25,Wallet,Insufficient Funds,7,1,3,28024.8,0
TXN-10539,CUST-1966,5951.31,UPI,Payment Gateway Timeout,6,0,0,111000.88,1
TXN-10540,CUST-2662,5693.45,Net Banking,Card Expired,4,0,0,71102.74,0
TXN-10541,CUST-2602,5169.38,Debit Card,Authentication Failed,5,1,1,66755.64,0
TXN-10542,CUST-3426,10476.51,UPI,Insufficient Funds,4,0,2,91804.15,0
TXN-10543,CUST-1787,4694.48,Credit Card,Payment Gateway Timeout,12,1,3,27759.51,1
TXN-10544,CUST-2528,13349.68,Net Banking,Insufficient Funds,6,1,2,36099.48,0
TXN-10545,CUST-3403,10550.8,Debit Card,Authentication Failed,9,0,2,110521.24,0
TXN-10546,CUST-1637,5430.38,Credit Card,Authentication Failed,7,1,1,26436.55,0
TXN-10547,CUST-2244,3520.2,UPI,Payment Gateway Timeout,5,1,0,54141.45,1
TXN-10548,CUST-1462,8014.5,Wallet,Temporary Bank/Network Error,2,1,2,31206.98,0
TXN-10549,CUST-2072,13885.27,UPI,Temporary Bank/Network Error,8,0,1,93661.78,1
TXN-10550,CUST-2303,3146.7,Net Banking,Temporary Bank/Network Error,7,0,0,143494.04,1
TXN-10551,CUST-1430,5867.21,Debit Card,Payment Gateway Timeout,9,1,0,50041.47,1
TXN-10552,CUST-1942,2684.07,Net Banking,Payment Gateway Timeout,9,0,0,113694.52,1
TXN-10553,CUST-1186,3474.76,UPI,Temporary Bank/Network Error,14,1,3,91367.5,1
TXN-10554,CUST-1707,26599.37,UPI,Temporary Bank/Network Error,10,1,2,46736.38,1
TXN-10555,CUST-3293,3933.21,UPI,Payment Gateway Timeout,7,1,0,38580.0,1
TXN-10556,CUST-3267,10417.22,UPI,Authentication Failed,12,0,2,36533.0,0
TXN-10557,CUST-2073,4621.69,Debit Card,Temporary Bank/Network Error,10,0,1,108022.99,1
TXN-10558,CUST-1980,2229.1,UPI,Temporary Bank/Network Error,5,0,3,75556.9,0
TXN-10559,CUST-3347,5944.52,Credit Card,Card Expired,12,0,3,33870.88,0
TXN-10560,CUST-2181,7680.47,Wallet,Insufficient Funds,4,0,0,69134.48,0
TXN-10561,CUST-3170,5192.9,Debit Card,Temporary Bank/Network Error,7,1,2,79843.85,1
TXN-10562,CUST-2830,5533.36,UPI,Temporary Bank/Network Error,6,0,1,30096.14,0
TXN-10563,CUST-1011,4720.6,UPI,Authentication Failed,10,1,1,140193.68,1
TXN-10564,CUST-1649,11662.08,Net Banking,Authentication Failed,7,1,2,45665.42,0
TXN-10565,CUST-2086,9942.49,Credit Card,Payment Gateway Timeout,2,0,0,49154.35,0
TXN-10566,CUST-2383,12354.73,Debit Card,Insufficient Funds,4,0,0,156733.41,0
TXN-10567,CUST-1032,8306.42,Credit Card,Insufficient Funds,9,1,1,82216.61,1
TXN-10568,CUST-2008,7240.29,Wallet,Payment Gateway Timeout,9,0,1,149262.43,1
TXN-10569,CUST-2828,4052.29,UPI,Temporary Bank/Network Error,3,1,2,50810.54,1
TXN-10570,CUST-3464,7934.32,UPI,Temporary Bank/Network Error,4,0,1,47156.28,0
TXN-10571,CUST-1613,4207.24,Credit Card,Insufficient Funds,6,0,1,70581.99,0
TXN-10572,CUST-3493,4453.65,Net Banking,Temporary Bank/Network Error,7,1,3,62245.56,1
TXN-10573,CUST-2441,7798.84,UPI,Insufficient Funds,8,1,2,80171.98,0
TXN-10574,CUST-2668,5044.31,Credit Card,Card Expired,13,1,0,99513.36,1
TXN-10575,CUST-3408,3647.66,UPI,Temporary Bank/Network Error,4,0,2,192395.15,0
TXN-10576,CUST-2003,6801.15,UPI,Card Expired,7,1,2,46381.02,0
TXN-10577,CUST-3097,5569.5,Debit Card,Temporary Bank/Network Error,4,0,0,121643.42,0
TXN-10578,CUST-2534,13233.95,Debit Card,Insufficient Funds,13,0,0,23243.85,0
TXN-10579,CUST-1594,7811.54,Wallet,Temporary Bank/Network Error,12,0,1,43456.58,1
TXN-10580,CUST-2620,6502.56,Debit Card,Payment Gateway Timeout,6,1,0,87738.18,1
TXN-10581,CUST-2310,4852.51,Net Banking,Temporary Bank/Network Error,6,0,1,126194.2,0
